JLPT,Lesson,Word,Reading,Meaning,Word Type,Example Sentence JP,Example Sentence EN,breakdown,type
N5,1,いいえ,いいえ,no,Interjection,いいえ、私は行きません。,"No, I will not go.","{""vocabulary"": [{""word"": ""いいえ"", ""reading"": ""いいえ"", ""meaning"": ""No"", ""role"": ""Interjection"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""私は"", ""reading"": ""わたしは"", ""meaning"": ""I (as for me)"", ""role"": ""Pronoun + Topic Marker"", ""components"": [{""part"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""contribution"": ""Pronoun""}, {""part"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""contribution"": ""Particle""}], ""combined_explanation"": """"}, {""word"": ""行きません"", ""reading"": ""いきません"", ""meaning"": ""will not go"", ""role"": ""Verb, negative form"", ""components"": [{""part"": ""行く"", ""reading"": ""いく"", ""meaning"": ""to go"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses a refusal or a negative response to a question about going somewhere. It clearly states that the speaker does not intend to go."", ""steps"": [""**いいえ** - A straightforward way to say \""no,\"" indicating disagreement or refusal."", ""**私は** - Establishes the subject of the sentence as \""I,\"" marking it as the topic."", ""**行きません** - The polite negative form of the verb \""行く,\"" indicating that the speaker will not perform the action of going.""], ""sentence_pattern"": ""- [No] + [Topic] + [Verb (negative)]\n- **Kanji**: いいえ、彼は行きません。\n- **Hiragana**: いいえ、かれはいきません。\n- **English Translation**: No, he will not go."", ""sentence_pattern_kanji"": ""いいえ、彼は行きません。"", ""sentence_pattern_hiragana"": ""いいえ、かれはいきません。"", ""sentence_pattern_english"": ""No, he will not go."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that いいえ is a simple and direct way to express \""no.\"" It can be used in various contexts to refuse or disagree."", ""common_mistake"": ""Beginners often confuse the use of は and が. In this context, は is used to mark the topic (the speaker), while が is typically used for the subject of a sentence."", ""alternative_expression"": {""kanji"": ""いいえ、私は行かない。"", ""hiragana"": ""いいえ、わたしはいかない。"", ""english"": ""No, I will not go. (less formal)""}, ""new_words_in_alternative"": [{""word"": ""行かない"", ""reading"": ""いかない"", ""meaning"": ""will not go"", ""description"": ""Verb, negative form""}]}}",vocab
N5,5,言う,いう,to say,Godan verb with 'u' ending,彼は「こんにちは」と言った。,"He said, 'Hello.'","{""vocabulary"": [{""word"": ""彼"", ""reading"": ""かれ"", ""meaning"": ""he"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""「こんにちは」"", ""reading"": ""こんにちは"", ""meaning"": ""Hello"", ""role"": ""Phrase"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""と"", ""reading"": ""と"", ""meaning"": ""[Quoting particle]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""言った"", ""reading"": ""いった"", ""meaning"": ""said"", ""role"": ""Verb, past tense"", ""components"": [{""part"": ""言う"", ""reading"": ""いう"", ""meaning"": ""to say"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes an action where a male subject (彼) has completed the act of saying \""こんにちは,\"" which is a common greeting in Japanese. It indicates a straightforward interaction."", ""steps"": [""**彼** - Refers to the subject of the sentence, meaning \""he.\"""", ""**は** - Marks “彼” as the topic of the sentence."", ""**「こんにちは」** - The phrase being quoted, meaning \""Hello.\"""", ""**と** - Indicates that what follows is a quotation."", ""**言った** - The past tense of “言う,” indicating that the action of saying has been completed.""], ""sentence_pattern"": ""- [Subject] + [は] + [Quoted Phrase] + [と] + [Verb (past tense)]\n- **Kanji**: 彼は「さようなら」と言った。\n- **Hiragana**: かれは「さようなら」といった。\n- **English Translation**: He said, 'Goodbye.'"", ""sentence_pattern_kanji"": ""彼は「さようなら」と言った。"", ""sentence_pattern_hiragana"": ""かれは「さようなら」といった。"", ""sentence_pattern_english"": ""He said, 'Goodbye.'"", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which is often the subject, helping you focus on what the sentence is about. In this case, it identifies \""he\"" as the one doing the speaking."", ""common_mistake"": ""Beginners might confuse と with other particles like が or へ. Remember that と is specifically used to indicate quotations or direct speech."", ""alternative_expression"": {""kanji"": ""彼は「やあ」と言った。"", ""hiragana"": ""かれは「やあ」といった。"", ""english"": ""He said, 'Hi.'""}, ""new_words_in_alternative"": [{""word"": ""やあ"", ""reading"": ""やあ"", ""meaning"": ""Hi"", ""description"": ""Interjection""}]}}",vocab
N5,1,家,いえ,"house, home",Noun,私の家は大きいです。,My house is big.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""[Possessive particle]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""家"", ""reading"": ""いえ"", ""meaning"": ""house"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""大きい"", ""reading"": ""おおきい"", ""meaning"": ""big"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses a simple statement about the speaker's house, indicating its size. It conveys ownership and describes the house as being large."", ""steps"": [""**私** - Refers to the speaker, “I.”"", ""**の** - Indicates possession, linking “私” (I) to “家” (house), meaning “my house.”"", ""**家** - The subject of the sentence, meaning “house.”"", ""**は** - Marks “家” as the topic of the sentence."", ""**大きい** - Describes the house as “big.” It is an adjective that modifies the noun “家.”"", ""**です** - A polite ending that functions as the copula, linking the subject to the predicate.""], ""sentence_pattern"": ""- [Subject (Possessive)] + [は] + [Adjective] + [です]\n- **Kanji**: 私の家は大きいです。\n- **Hiragana**: わたしのいえはおおきいです。\n- **English Translation**: My house is big."", ""sentence_pattern_kanji"": ""私の家は大きいです。"", ""sentence_pattern_hiragana"": ""わたしのいえはおおきいです。"", ""sentence_pattern_english"": ""My house is big."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that の indicates possession, so “私の” means “my.” This structure is common in Japanese for expressing ownership."", ""common_mistake"": ""Beginners often confuse the use of は and が. In this context, は is used to mark the topic (the house), while が would typically mark the subject in a different context."", ""alternative_expression"": {""kanji"": ""私の家は広いです。"", ""hiragana"": ""わたしのいえはひろいです。"", ""english"": ""My house is spacious.""}, ""new_words_in_alternative"": [{""word"": ""広い"", ""reading"": ""ひろい"", ""meaning"": ""spacious"", ""description"": ""Adjective""}]}}",vocab
N5,1,いかが,いかが,"how, in what way",Adverb (fukushi),お元気ですか？いかがですか？,How are you? How is it?,"{""vocabulary"": [{""word"": ""お元気"", ""reading"": ""おげんき"", ""meaning"": ""well / healthy"", ""role"": ""Noun"", ""components"": [{""part"": ""お"", ""reading"": ""お"", ""meaning"": ""honorific prefix"", ""contribution"": ""Prefix""}, {""part"": ""元気"", ""reading"": ""げんき"", ""meaning"": ""health / vigor"", ""contribution"": ""Noun""}], ""combined_explanation"": """"}, {""word"": ""ですか"", ""reading"": ""ですか"", ""meaning"": ""is it?"", ""role"": ""Copula + Question Marker"", ""components"": [{""part"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""contribution"": ""Copula""}, {""part"": ""か"", ""reading"": ""か"", ""meaning"": ""[Question Marker]"", ""contribution"": ""Particle""}], ""combined_explanation"": """"}, {""word"": ""いかが"", ""reading"": ""いかが"", ""meaning"": ""how"", ""role"": ""Adverb/Expression"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence is a polite inquiry about someone's well-being. It is often used in conversation to show concern or care for the other person's health or situation."", ""steps"": [""**お元気** - A polite way to ask if someone is well or healthy."", ""**ですか** - A question marker that makes the statement into a question."", ""**いかが** - A formal way to ask \""how\"" or \""what about.\"""", ""**ですか** - Again, used to turn the inquiry into a question.""], ""sentence_pattern"": ""- [Polite Inquiry] + [ですか]\n- **Kanji**: お元気ですか？\n- **Hiragana**: おげんきですか？\n- **English Translation**: How are you?"", ""sentence_pattern_kanji"": ""お元気ですか？"", ""sentence_pattern_hiragana"": ""おげんきですか？"", ""sentence_pattern_english"": ""How are you?"", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that adding お (o) to a word often makes it more polite. This is a common practice in Japanese to show respect."", ""common_mistake"": ""Beginners might confuse いかが with どう (dou), which also means \""how.\"" While both can be used to ask about someone's condition, いかが is more formal."", ""alternative_expression"": {""kanji"": ""どうですか？"", ""hiragana"": ""どうですか？"", ""english"": ""How is it?""}, ""new_words_in_alternative"": [{""word"": ""どう"", ""reading"": ""どう"", ""meaning"": ""how"", ""description"": ""Adverb""}]}}",vocab
N5,2,行く,いく; ゆく,to go,Godan verb - Iku/Yuku special class,私は学校に行く。,I go to school.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""学校"", ""reading"": ""がっこう"", ""meaning"": ""school"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Direction/Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""行く"", ""reading"": ""いく"", ""meaning"": ""to go"", ""role"": ""Verb, dictionary form"", ""components"": [{""part"": ""行"", ""reading"": ""い"", ""meaning"": ""go"", ""contribution"": ""Verb root""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's action of going to school. It indicates a routine or planned activity, commonly used in everyday conversation."", ""steps"": [""**私** - Refers to the speaker, “I.”"", ""**は** - Marks “私” as the topic of the sentence."", ""**学校** - Indicates the destination, “school.”"", ""**に** - Indicates the direction or location where the action is directed, meaning “to.”"", ""**行く** - The dictionary form of the verb meaning “to go,” indicating the action being taken.""], ""sentence_pattern"": ""- [Topic] + [は] + [Destination] + [に] + [Verb (dictionary form)]\n- **Kanji**: 彼は公園に行く。\n- **Hiragana**: かれはこうえんにいく。\n- **English Translation**: He goes to the park."", ""sentence_pattern_kanji"": ""彼は公園に行く。"", ""sentence_pattern_hiragana"": ""かれはこうえんにいく。"", ""sentence_pattern_english"": ""He goes to the park."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, while に indicates the direction or destination of the action. This structure helps clarify where you are going."", ""common_mistake"": ""Beginners often confuse に with へ. While both can indicate direction, に is used for specific locations, while へ is more general and indicates direction towards a place."", ""alternative_expression"": {""kanji"": ""私は学校へ行く。"", ""hiragana"": ""わたしはがっこうへいく。"", ""english"": ""I go to school.""}, ""new_words_in_alternative"": [{""word"": ""へ"", ""reading"": ""へ"", ""meaning"": ""[Direction Marker]"", ""description"": ""Particle""}]}}",vocab
N5,8,いくつ,いくつ,"how many, how old",Noun,あなたは今、いくつですか？,How old are you now?,"{""vocabulary"": [{""word"": ""あなた"", ""reading"": ""あなた"", ""meaning"": ""you"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""今"", ""reading"": ""いま"", ""meaning"": ""now"", ""role"": ""Adverb"", ""components"": [], ""combined_explanation"": "" **いくつ (いくつ)**: “how many” or “how old” - [Interrogative pronoun]""}, {""word"": ""ですか"", ""reading"": ""ですか"", ""meaning"": ""is it?"", ""role"": ""Copula + Question marker"", ""components"": [{""part"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""contribution"": ""Copula""}, {""part"": ""か"", ""reading"": ""か"", ""meaning"": ""[Question marker]"", ""contribution"": ""Particle""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence is a polite inquiry about someone's age, asking how old they are at the present moment. It is commonly used in conversations to gather personal information."", ""steps"": [""**あなた** - Refers to the person being addressed, “you.”"", ""**は** - Marks “あなた” as the topic of the sentence."", ""**今** - Indicates the current time, meaning “now.”"", ""**いくつ** - Asks about quantity or age, meaning “how many” or “how old.”"", ""**ですか** - A polite way to ask a question, turning the statement into an inquiry.""], ""sentence_pattern"": ""- [Topic] + [は] + [Time/Adverb] + [Interrogative] + [ですか]\n- **Kanji**: あなたは今、何歳ですか？\n- **Hiragana**: あなたはいま、なんさいですか？\n- **English Translation**: How old are you now?"", ""sentence_pattern_kanji"": ""あなたは今、何歳ですか？"", ""sentence_pattern_hiragana"": ""あなたはいま、なんさいですか？"", ""sentence_pattern_english"": ""How old are you now?"", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that “いくつ” can refer to both age and quantity, but in this context, it specifically asks about age. The structure is straightforward: you introduce the topic, specify the time, and then ask the question."", ""common_mistake"": ""Beginners might confuse “いくつ” with “何歳 (なんさい)” which is also used to ask about age. While both can be used, “いくつ” is more casual and common in spoken language."", ""alternative_expression"": {""kanji"": ""あなたは何歳ですか？"", ""hiragana"": ""あなたはなんさいですか？"", ""english"": ""How old are you?""}, ""new_words_in_alternative"": [{""word"": ""何歳"", ""reading"": ""なんさい"", ""meaning"": ""how old"", ""description"": ""Interrogative phrase""}]}}",vocab
N5,8,いくら,いくら,"how much, how many",Noun,このリンゴはいくらですか？,How much is this apple?,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""この"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""リンゴ"", ""reading"": ""りんご"", ""meaning"": ""apple"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""いくら"", ""reading"": ""いくら"", ""meaning"": ""how much"", ""role"": ""Interrogative phrase"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""ですか"", ""reading"": ""ですか"", ""meaning"": ""is it?"", ""role"": ""Polite ending particle"", ""components"": [{""part"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""contribution"": ""Copula, polite form""}, {""part"": ""か"", ""reading"": ""か"", ""meaning"": ""[Question marker]"", ""contribution"": ""Particle""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence is a polite inquiry about the price of an apple that is being pointed to or referred to. It is a common way to ask for prices in a shop or market."", ""steps"": [""**この** - Specifies the noun (リンゴ) as “this,” indicating proximity."", ""**リンゴ** - The subject of the sentence, which is the apple."", ""**は** - Marks “リンゴ” as the topic of the sentence."", ""**いくら** - The interrogative phrase asking for the price."", ""**ですか** - A polite way to end the question, indicating that the speaker is seeking information.""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [は] + [Interrogative] + [ですか]\n- **Kanji**: この本はいくらですか？\n- **Hiragana**: このほんはいくらですか？\n- **English Translation**: How much is this book?"", ""sentence_pattern_kanji"": ""この本はいくらですか？"", ""sentence_pattern_hiragana"": ""このほんはいくらですか？"", ""sentence_pattern_english"": ""How much is this book?"", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that “この” is used to indicate something close to the speaker, while “あの” is used for something further away. This helps clarify which item you are referring to."", ""common_mistake"": ""Beginners often confuse “この” with “その” (that) or “あの” (that over there). Make sure to use “この” when referring to something that is physically close to you."", ""alternative_expression"": {""kanji"": ""このリンゴはいくらですか？"", ""hiragana"": ""このりんごはいくらですか？"", ""english"": ""How much does this apple cost?""}, ""new_words_in_alternative"": [{""word"": ""コスト"", ""reading"": ""こすと"", ""meaning"": ""cost"", ""description"": ""Noun""}]}}",vocab
N5,3,池,いけ,pond,Noun,公園に池があります。,There is a pond in the park.,"{""vocabulary"": [{""word"": ""公園"", ""reading"": ""こうえん"", ""meaning"": ""park"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""池"", ""reading"": ""いけ"", ""meaning"": ""pond"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""あります"", ""reading"": ""あります"", ""meaning"": ""there is"", ""role"": ""Verb, non-past"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the presence of a pond located within a park. It provides a simple statement about the existence of an object in a specific place."", ""steps"": [""**公園** - Refers to the location, the park."", ""**に** - Indicates the location where something exists."", ""**池** - Specifies the object, the pond."", ""**が** - Marks “池” as the subject of the sentence."", ""**あります** - The polite form of the verb “ある,” indicating that the pond exists.""], ""sentence_pattern"": ""- [Location] + [に] + [Object] + [が] + [Verb (non-past)]\n- **Kanji**: 学校に本があります。\n- **Hiragana**: がっこうにほんがあります。\n- **English Translation**: There is a book in the school."", ""sentence_pattern_kanji"": ""学校に本があります。"", ""sentence_pattern_hiragana"": ""がっこうにほんがあります。"", ""sentence_pattern_english"": ""There is a book in the school."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that に indicates the location where something exists, while が marks the subject of the sentence. This structure helps you clearly identify where things are."", ""common_mistake"": ""Beginners often confuse に with で. Remember that に is used for indicating existence or direction, while で is used to indicate the place where an action takes place."", ""alternative_expression"": {""kanji"": ""公園に水たまりがあります。"", ""hiragana"": ""こうえんにみずたまりがあります。"", ""english"": ""There is a puddle in the park.""}, ""new_words_in_alternative"": [{""word"": ""水たまり"", ""reading"": ""みずたまり"", ""meaning"": ""puddle"", ""description"": ""Noun""}]}}",vocab
N5,4,医者,いしゃ,doctor; physician,Noun,私は医者になりたいです。,I want to become a doctor.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""医者"", ""reading"": ""いしゃ"", ""meaning"": ""doctor"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Direction/Goal Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""なりたい"", ""reading"": ""なりたい"", ""meaning"": ""want to become"", ""role"": ""Verb, potential form"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""[Polite ending particle]"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's desire to pursue a career as a doctor. It conveys a personal aspiration and is stated in a polite manner."", ""steps"": [""**私** - Refers to the speaker, indicating who wants to become a doctor."", ""**は** - Marks “私” as the topic of the sentence."", ""**医者** - Specifies the profession the speaker wants to pursue."", ""**に** - Indicates the direction or goal of the action, which is becoming a doctor."", ""**なりたい** - The potential form of the verb “なる” (to become), indicating desire."", ""**です** - A polite ending that adds formality to the statement.""], ""sentence_pattern"": ""- [Topic] + [は] + [Noun] + [に] + [Verb (potential form)] + [です]\n- **Kanji**: 彼はエンジニアになりたいです。\n- **Hiragana**: かれはえんじにあになりたいです。\n- **English Translation**: He wants to become an engineer."", ""sentence_pattern_kanji"": ""彼はエンジニアになりたいです。"", ""sentence_pattern_hiragana"": ""かれはえんじにあになりたいです。"", ""sentence_pattern_english"": ""He wants to become an engineer."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the structure “[Noun] に なりたい” is a common way to express a desire to become something. It’s a straightforward pattern to follow."", ""common_mistake"": ""Beginners often confuse the use of に and へ. In this context, に is used to indicate the goal of becoming a doctor, while へ indicates direction towards a place."", ""alternative_expression"": {""kanji"": ""私は医者になりたがっています。"", ""hiragana"": ""わたしはいしゃになりたがっています。"", ""english"": ""I am wanting to become a doctor.""}, ""new_words_in_alternative"": [{""word"": ""なりたがっています"", ""reading"": ""なりたがっています"", ""meaning"": ""wanting to become"", ""description"": ""Verb, potential form with desire nuance""}]}}",vocab
N5,3,椅子,いす,chair,Noun,私は椅子に座ります。,I sit on the chair.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""椅子"", ""reading"": ""いす"", ""meaning"": ""chair"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Direction/Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""座ります"", ""reading"": ""すわります"", ""meaning"": ""sit"", ""role"": ""Verb, polite form"", ""components"": [{""part"": ""座る"", ""reading"": ""すわる"", ""meaning"": ""to sit"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the action of the speaker sitting down on a chair. It is a straightforward statement about the speaker's action and location."", ""steps"": [""**私** - Refers to the speaker, “I.”"", ""**は** - Marks “私” as the topic of the sentence."", ""**椅子** - Indicates the object (chair) where the action takes place."", ""**に** - Indicates the direction or location of the action, meaning “on” or “at.”"", ""**座ります** - The polite form of the verb “座る,” indicating the action of sitting.""], ""sentence_pattern"": ""- [Topic] + [は] + [Object/Location] + [に] + [Verb (polite form)]\n- **Kanji**: 彼は公園に座ります。\n- **Hiragana**: かれはこうえんにすわります。\n- **English Translation**: He sits in the park."", ""sentence_pattern_kanji"": ""彼は公園に座ります。"", ""sentence_pattern_hiragana"": ""かれはこうえんにすわります。"", ""sentence_pattern_english"": ""He sits in the park."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which is often the subject. In this case, it emphasizes that “I” am the one doing the action of sitting."", ""common_mistake"": ""Beginners sometimes confuse に with で. Remember that に indicates the direction or location where the action occurs, while で indicates the means or method of the action."", ""alternative_expression"": {""kanji"": ""私は椅子に座っている。"", ""hiragana"": ""わたしはいすにすわっている。"", ""english"": ""I am sitting on the chair.""}, ""new_words_in_alternative"": [{""word"": ""座っている"", ""reading"": ""すわっている"", ""meaning"": ""am sitting"", ""description"": ""Verb, continuous form""}]}}",vocab
N5,3,忙しい,いそがしい,"busy (people, days)",I-adjective (keiyoushi),今日はとても忙しいです。,Today is very busy.,"{""vocabulary"": [{""word"": ""今日"", ""reading"": ""きょう"", ""meaning"": ""today"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""とても"", ""reading"": ""とても"", ""meaning"": ""very"", ""role"": ""Adverb"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""忙しい"", ""reading"": ""いそがしい"", ""meaning"": ""busy"", ""role"": ""Adjective, i-adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula/Polite ending"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses that the speaker's current day is characterized by a high level of busyness. It conveys a state of being for today."", ""steps"": [""**今日** - Refers to the current day, marking the time frame."", ""**は** - Marks “今日” as the topic of the sentence."", ""**とても** - Modifies the adjective “忙しい” to indicate a high degree of busyness."", ""**忙しい** - Describes the state of being busy."", ""**です** - A polite ending that confirms the state of being.""], ""sentence_pattern"": ""- [Topic] + [は] + [Adverb] + [Adjective] + [です]\n- **Kanji**: 彼はとても優しいです。\n- **Hiragana**: かれはとてもやさしいです。\n- **English Translation**: He is very kind."", ""sentence_pattern_kanji"": ""彼はとても優しいです。"", ""sentence_pattern_hiragana"": ""かれはとてもやさしいです。"", ""sentence_pattern_english"": ""He is very kind."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は indicates the topic of the sentence, which helps to clarify what the sentence is about. In this case, it’s about “today.”"", ""common_mistake"": ""Beginners often confuse the use of です with other verbs. Remember that です is used to express a state of being and is often used at the end of sentences for politeness."", ""alternative_expression"": {""kanji"": ""今日は忙しいです。"", ""hiragana"": ""きょうはいそがしいです。"", ""english"": ""Today is busy.""}, ""new_words_in_alternative"": [{""word"": ""忙しい"", ""reading"": ""いそがしい"", ""meaning"": ""busy"", ""description"": ""Adjective, i-adjective""}]}}",vocab
N5,3,痛い,いたい,hurt; painful; sore,I-adjective (keiyoushi),私の頭が痛いです。,My head hurts.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""[Possessive Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""頭"", ""reading"": ""あたま"", ""meaning"": ""head"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""痛い"", ""reading"": ""いたい"", ""meaning"": ""hurts"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses a personal feeling of discomfort, specifically indicating that the speaker is experiencing pain in their head. It is a straightforward way to communicate a common health issue."", ""steps"": [""**私** - Refers to the speaker, indicating who is experiencing the pain."", ""**の** - Indicates possession, linking “私” (I) to “頭” (head), meaning “my head.”"", ""**頭** - The subject of the sentence, specifying the part of the body that hurts."", ""**が** - Marks “頭” as the subject of the verb."", ""**痛い** - An adjective that describes the state of the subject (the head), indicating that it hurts."", ""**です** - A polite ending particle that adds formality to the sentence.""], ""sentence_pattern"": ""- [Subject (私の頭)] + [が] + [Adjective (痛い)] + [です]\n- **Kanji**: 彼の手が冷たいです。\n- **Hiragana**: かれのてがつめたいです。\n- **English Translation**: His hand is cold."", ""sentence_pattern_kanji"": ""彼の手が冷たいです。"", ""sentence_pattern_hiragana"": ""かれのてがつめたいです。"", ""sentence_pattern_english"": ""His hand is cold."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that の is used to indicate possession, so 私の means \""my.\"" This structure is common in Japanese to express ownership."", ""common_mistake"": ""Beginners often confuse が and は. In this context, が is used to mark the subject (the head that hurts), while は would imply a broader topic, which is not necessary here."", ""alternative_expression"": {""kanji"": ""頭が痛い。"", ""hiragana"": ""あたまがいたい。"", ""english"": ""My head hurts. (more casual)""}, ""new_words_in_alternative"": [{""word"": ""痛い"", ""reading"": ""いたい"", ""meaning"": ""hurts"", ""description"": ""Adjective""}]}}",vocab
