JLPT,Example Words,Onyomi,Word,Reading,Word Type,Example Sentence EN,breakdown,type,Lesson,Meaning,Kanji,Example Sentence JP,Kunyomi
N5,,,顔,かお,Noun,He has a big face.,"{""vocabulary"": [{""word"": ""彼"", ""reading"": ""かれ"", ""meaning"": ""he"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""大きな"", ""reading"": ""おおきな"", ""meaning"": ""big"", ""role"": ""Adjective, attributive form"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""顔"", ""reading"": ""かお"", ""meaning"": ""face"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""持っています"", ""reading"": ""もっています"", ""meaning"": ""has"", ""role"": ""Verb, present continuous form"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a characteristic of a person, specifically that he has a notably large face. It presents a simple statement about his physical appearance."", ""steps"": [""**彼** - Refers to the subject of the sentence, “he.”"", ""**は** - Marks “彼” as the topic of the sentence."", ""**大きな** - An attributive form of the adjective “big,” modifying the noun that follows."", ""**顔** - The noun “face,” which is being described."", ""**を** - Marks “顔” as the object of the verb."", ""**持っています** - The present continuous form of “持つ,” indicating that he possesses a big face.""], ""sentence_pattern"": ""- [Subject] + [は] + [Adjective (attributive)] + [Noun] + [を] + [Verb (present continuous)]\n- **Kanji**: 彼は面白い本を持っています。\n- **Hiragana**: かれはおもしろいほんをもっています。\n- **English Translation**: He has an interesting book."", ""sentence_pattern_kanji"": ""彼は面白い本を持っています。"", ""sentence_pattern_hiragana"": ""かれはおもしろいほんをもっています。"", ""sentence_pattern_english"": ""He has an interesting book."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the adjective in its attributive form (like 大きな) modifies the noun that follows it (顔). This structure is common in Japanese."", ""common_mistake"": ""Beginners often confuse the use of を and は. Use を to mark the direct object of the verb (the thing being possessed), while は marks the topic of the sentence."", ""alternative_expression"": {""kanji"": ""彼は大きい顔を持っています。"", ""hiragana"": ""かれはおおきいかおをもっています。"", ""english"": ""He has a big face.""}, ""new_words_in_alternative"": [{""word"": ""大きい"", ""reading"": ""おおきい"", ""meaning"": ""big"", ""description"": ""Adjective, plain form""}]}}",Vocab,10,face (the front part of the head),,彼は大きな顔を持っています。,
N5,,,嫌,いや,Na-adjective (keiyodoshi),This food is unpleasant.,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""この"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""食べ物"", ""reading"": ""たべもの"", ""meaning"": ""food"", ""role"": ""Noun"", ""components"": [{""part"": ""食べ"", ""reading"": ""たべ"", ""meaning"": ""to eat"", ""contribution"": ""Verb stem""}, {""part"": ""物"", ""reading"": ""もの"", ""meaning"": ""thing"", ""contribution"": ""Noun""}], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""嫌"", ""reading"": ""いや"", ""meaning"": ""unpleasant"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""[Polite ending particle]"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's dislike or negative feeling towards a specific type of food. It indicates that the food in question is not enjoyable or agreeable to the speaker."", ""steps"": [""**この** - Specifies which food is being referred to, indicating it is close to the speaker."", ""**食べ物** - The noun that identifies what is being discussed (food)."", ""**は** - Marks “食べ物” as the topic of the sentence."", ""**嫌** - Describes the food as unpleasant."", ""**です** - Polite ending that gives the sentence a formal tone.""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [は] + [Adjective] + [です]\n- **Kanji**: その映画は面白いです。\n- **Hiragana**: そのえいがはおもしろいです。\n- **English Translation**: That movie is interesting."", ""sentence_pattern_kanji"": ""その映画は面白いです。"", ""sentence_pattern_hiragana"": ""そのえいがはおもしろいです。"", ""sentence_pattern_english"": ""That movie is interesting."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which helps to clarify what you are talking about. In this case, it emphasizes the specific food being discussed."", ""common_mistake"": ""Beginners often confuse the use of は and が. In this context, は is used to indicate the topic (the food), while が is typically used for the subject of a sentence."", ""alternative_expression"": {""kanji"": ""この食べ物は好きではありません。"", ""hiragana"": ""このたべものはすきではありません。"", ""english"": ""I do not like this food.""}, ""new_words_in_alternative"": [{""word"": ""好き"", ""reading"": ""すき"", ""meaning"": ""like"", ""description"": ""Adjective""}, {""word"": ""ではありません"", ""reading"": ""ではありません"", ""meaning"": ""is not"", ""description"": ""Negative form of the copula""}]}}",Vocab,10,"disagreeable, unpleasant",,この食べ物は嫌です。,
N5,,,難しい,むずかしい,I-adjective (keiyoushi),This problem is difficult.,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""この"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""問題"", ""reading"": ""もんだい"", ""meaning"": ""problem"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""難しい"", ""reading"": ""むずかしい"", ""meaning"": ""difficult"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's opinion about a particular problem, indicating that they find it challenging. It is a straightforward statement about the nature of the problem."", ""steps"": [""**この** - Specifies which problem is being referred to, indicating it is close to the speaker."", ""**問題** - The subject of the sentence, meaning “problem.”"", ""**は** - Marks “問題” as the topic of the sentence."", ""**難しい** - Describes the topic (the problem) as difficult."", ""**です** - A polite ending that functions as the verb “is,” making the statement more formal.""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [は] + [Adjective] + [です]\n- **Kanji**: その問題は簡単です。\n- **Hiragana**: そのもんだいはかんたんです。\n- **English Translation**: That problem is easy."", ""sentence_pattern_kanji"": ""その問題は簡単です。"", ""sentence_pattern_hiragana"": ""そのもんだいはかんたんです。"", ""sentence_pattern_english"": ""That problem is easy."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which helps to clarify what you are talking about. In this case, it highlights “the problem” as the focus."", ""common_mistake"": ""Beginners often confuse the use of です with other verbs. Remember that です is used to link the subject with a description or state of being, especially in polite speech."", ""alternative_expression"": {""kanji"": ""この問題は難しいと思います。"", ""hiragana"": ""このもんだいはむずかしいとおもいます。"", ""english"": ""I think this problem is difficult.""}, ""new_words_in_alternative"": [{""word"": ""と思います"", ""reading"": ""とおもいます"", ""meaning"": ""I think"", ""description"": ""Phrase""}]}}",Vocab,10,difficult,,この問題は難しいです。,
N5,,,緑,みどり,Noun,There is a lot of green in the park.,"{""vocabulary"": [{""word"": ""公園"", ""reading"": ""こうえん"", ""meaning"": ""park"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Location/Direction Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""緑"", ""reading"": ""みどり"", ""meaning"": ""green"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""たくさん"", ""reading"": ""たくさん"", ""meaning"": ""a lot"", ""role"": ""Adverb"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""あります"", ""reading"": ""あります"", ""meaning"": ""there is"", ""role"": ""Verb, polite form"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the presence of a significant amount of greenery in a park. It highlights the park as a place where one can find a lot of green."", ""steps"": [""**公園** - Refers to the location, the park."", ""**には** - Combines the location marker **に** with the topic marker **は**, indicating that the park is the topic of discussion."", ""**緑** - Specifies what is present in the park, which is green."", ""**が** - Marks “緑” as the subject of the sentence."", ""**たくさん** - Indicates the quantity, meaning “a lot.”"", ""**あります** - The polite form of the verb “to exist,” indicating that the green is present.""], ""sentence_pattern"": ""- [Location] + [には] + [Subject] + [が] + [Quantity] + [Verb (polite form)]\n- **Kanji**: 学校には生徒がたくさんいます。\n- **Hiragana**: がっこうにはせいとがたくさんいます。\n- **English Translation**: There are many students in the school."", ""sentence_pattern_kanji"": ""学校には生徒がたくさんいます。"", ""sentence_pattern_hiragana"": ""がっこうにはせいとがたくさんいます。"", ""sentence_pattern_english"": ""There are many students in the school."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that **には** is used to indicate the topic and location together, which is common in sentences describing existence. It helps to clarify where something is being discussed."", ""common_mistake"": ""Beginners often confuse **に** and **で**. Use **に** when indicating a location where something exists, while **で** is used to indicate the location of an action."", ""alternative_expression"": {""kanji"": ""公園に緑がいっぱいあります。"", ""hiragana"": ""こうえんにみどりがいっぱいあります。"", ""english"": ""There is a lot of green in the park.""}, ""new_words_in_alternative"": []}}",Vocab,10,green,,公園には緑がたくさんあります。,
N5,,,楽しい,たのしい,I-adjective (keiyoushi),This movie is very fun.,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""この"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""映画"", ""reading"": ""えいが"", ""meaning"": ""movie"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""とても"", ""reading"": ""とても"", ""meaning"": ""very"", ""role"": ""Adverb"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""楽しい"", ""reading"": ""たのしい"", ""meaning"": ""fun"", ""role"": ""Adjective, i-adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's opinion about a specific movie, indicating that they find it enjoyable. It conveys a positive sentiment towards the movie being discussed."", ""steps"": [""**この** - Specifies which movie is being referred to, indicating it is close to the speaker."", ""**映画** - The subject of the sentence, meaning “movie.”"", ""**は** - Marks “映画” as the topic of the sentence."", ""**とても** - An adverb that intensifies the adjective that follows, meaning “very.”"", ""**楽しい** - An i-adjective that describes the movie as “fun.”"", ""**です** - A polite ending particle that functions as the copula, linking the subject to the adjective.""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [は] + [Adverb] + [Adjective] + [です]\n- **Kanji**: その映画は面白いです。\n- **Hiragana**: そのえいがはおもしろいです。\n- **English Translation**: That movie is interesting."", ""sentence_pattern_kanji"": ""その映画は面白いです。"", ""sentence_pattern_hiragana"": ""そのえいがはおもしろいです。"", ""sentence_pattern_english"": ""That movie is interesting."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that です is used to make sentences polite. It’s often added at the end of sentences to indicate that you are stating a fact or opinion in a respectful manner."", ""common_mistake"": ""Beginners sometimes forget to use は after the noun when stating opinions. Always remember to mark the topic with は to clarify what you are talking about."", ""alternative_expression"": {""kanji"": ""この映画はすごく楽しいです。"", ""hiragana"": ""このえいがはすごくたのしいです。"", ""english"": ""This movie is really fun.""}, ""new_words_in_alternative"": [{""word"": ""すごく"", ""reading"": ""すごく"", ""meaning"": ""really"", ""description"": ""Adverb""}]}}",Vocab,10,"enjoyable, fun",,この映画はとても楽しいです。,
N5,,,門,もん,Noun,The gate of the school is big.,"{""vocabulary"": [{""word"": ""学校"", ""reading"": ""がっこう"", ""meaning"": ""school"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""[Possessive/Attributive particle]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""門"", ""reading"": ""もん"", ""meaning"": ""gate"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""大きい"", ""reading"": ""おおきい"", ""meaning"": ""big"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""[Polite ending particle]"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the size of the gate belonging to a school. It provides a straightforward observation about the gate's characteristics."", ""steps"": [""**学校の** - Indicates possession, meaning \""of the school.\"""", ""**門** - Refers to the subject of the sentence, which is the gate."", ""**は** - Marks \""門\"" as the topic of the sentence."", ""**大きい** - Describes the size of the gate, meaning \""big.\"""", ""**です** - A polite ending that confirms the statement.""], ""sentence_pattern"": ""- [Noun 1] + [の] + [Noun 2] + [は] + [Adjective] + [です]\n- **Kanji**: 彼の車は速いです。\n- **Hiragana**: かれのくるまははやいです。\n- **English Translation**: His car is fast."", ""sentence_pattern_kanji"": ""彼の車は速いです。"", ""sentence_pattern_hiragana"": ""かれのくるまははやいです。"", ""sentence_pattern_english"": ""His car is fast."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that の is used to indicate possession or attribution, linking two nouns together (like \""the gate of the school\"")."", ""common_mistake"": ""Beginners often confuse は and が. In this context, は is used to mark the topic (the gate), while が is typically used for the subject of a sentence."", ""alternative_expression"": {""kanji"": ""学校の門は大きいです。"", ""hiragana"": ""がっこうのもんはおおきいです。"", ""english"": ""The school gate is big.""}, ""new_words_in_alternative"": [{""word"": ""学校"", ""reading"": ""がっこう"", ""meaning"": ""school"", ""description"": ""Noun""}, {""word"": ""門"", ""reading"": ""もん"", ""meaning"": ""gate"", ""description"": ""Noun""}]}}",Vocab,10,gate,,学校の門は大きいです。,
N5,,,こんな,こんな,Pre-noun adjectival (rentaishi),I like books like this.,"{""vocabulary"": [{""word"": ""こんな"", ""reading"": ""こんな"", ""meaning"": ""like this"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""本"", ""reading"": ""ほん"", ""meaning"": ""book"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""好き"", ""reading"": ""すき"", ""meaning"": ""like"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""[Polite ending particle]"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's preference for a specific type of book, indicated by the phrase \""like this.\"" It conveys a personal liking in a polite manner."", ""steps"": [""**こんな** - Describes something that is close to the speaker, meaning “like this” or “such.”"", ""**本** - The noun that refers to the object of liking, which is “book.”"", ""**が** - Marks “本” as the subject of the sentence."", ""**好き** - An adjective that expresses the speaker's liking or preference."", ""**です** - A polite ending that makes the statement more formal.""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [が] + [Adjective] + [です]\n- **Kanji**: こんな映画が好きです。\n- **Hiragana**: こんなえいががすきです。\n- **English Translation**: I like movies like this."", ""sentence_pattern_kanji"": ""こんな映画が好きです。"", ""sentence_pattern_hiragana"": ""こんなえいががすきです。"", ""sentence_pattern_english"": ""I like movies like this."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that こんな is used to refer to something that is close to you or something you are currently discussing. It helps to specify the type of noun you are talking about."", ""common_mistake"": ""Beginners might confuse こんな with そんな (that kind of) or あんな (that kind of over there). Make sure to use こんな when referring to something near you."", ""alternative_expression"": {""kanji"": ""このような本が好きです。"", ""hiragana"": ""このようなほんがすきです。"", ""english"": ""I like books of this kind.""}, ""new_words_in_alternative"": [{""word"": ""このような"", ""reading"": ""このような"", ""meaning"": ""of this kind"", ""description"": ""Phrase""}]}}",Vocab,10,"such, like this",,こんな本が好きです。,
N5,,,あの,あの,Pre-noun adjectival (rentaishi),That book over there is interesting.,"{""vocabulary"": [{""word"": ""あの"", ""reading"": ""あの"", ""meaning"": ""that (over there)"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""本"", ""reading"": ""ほん"", ""meaning"": ""book"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""面白い"", ""reading"": ""おもしろい"", ""meaning"": ""interesting"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a specific book that is located at a distance from the speaker and indicates that the book is interesting. It provides a clear identification of the subject and a quality attributed to it."", ""steps"": [""**あの** - A demonstrative adjective that specifies something that is not close to the speaker but is identifiable."", ""**本** - The noun that serves as the subject of the sentence."", ""**は** - Marks “本” as the topic of the sentence."", ""**面白い** - An adjective that describes the book, indicating it is interesting."", ""**です** - A polite ending particle that functions as the copula, linking the subject to its description.""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [は] + [Adjective] + [です]\n- **Kanji**: あの映画は面白いです。\n- **Hiragana**: あのえいがはおもしろいです。\n- **English Translation**: That movie is interesting."", ""sentence_pattern_kanji"": ""あの映画は面白いです。"", ""sentence_pattern_hiragana"": ""あのえいがはおもしろいです。"", ""sentence_pattern_english"": ""That movie is interesting."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that あの is used for things that are not close to the speaker, while これ (kore) is used for things that are close. This helps in distinguishing between different demonstratives."", ""common_mistake"": ""Beginners often confuse the use of は and が. In this context, は is used to mark the topic (the book), while が is typically used for the subject of a sentence."", ""alternative_expression"": {""kanji"": ""あの本は面白い。"", ""hiragana"": ""あのほんはおもしろい。"", ""english"": ""That book is interesting.""}, ""new_words_in_alternative"": [{""word"": ""面白い"", ""reading"": ""おもしろい"", ""meaning"": ""interesting"", ""description"": ""Adjective""}]}}",Vocab,10,that over there; um...,,あの本は面白いです。,
N5,,,重い,おもい,I-adjective (keiyoushi),This luggage is heavy.,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""この"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""荷物"", ""reading"": ""にもつ"", ""meaning"": ""luggage"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""重い"", ""reading"": ""おもい"", ""meaning"": ""heavy"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a specific piece of luggage, indicating its weight. It is a straightforward statement about the luggage being heavy."", ""steps"": [""**この** - Specifies which luggage is being referred to, indicating it is close to the speaker."", ""**荷物** - The subject of the sentence, meaning \""luggage.\"""", ""**は** - Marks “荷物” as the topic of the sentence."", ""**重い** - Describes the state of the luggage, indicating that it is heavy."", ""**です** - A polite ending that functions as the verb \""to be,\"" affirming the statement.""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [は] + [Adjective] + [です]\n- **Kanji**: その本は面白いです。\n- **Hiragana**: そのほんはおもしろいです。\n- **English Translation**: That book is interesting."", ""sentence_pattern_kanji"": ""その本は面白いです。"", ""sentence_pattern_hiragana"": ""そのほんはおもしろいです。"", ""sentence_pattern_english"": ""That book is interesting."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that この is used for things that are close to you, while その is used for things that are not close. This helps in distinguishing between different demonstratives."", ""common_mistake"": ""Beginners often confuse the use of は and が. In this context, は is used to mark the topic (the luggage), while が is typically used to emphasize the subject of a sentence."", ""alternative_expression"": {""kanji"": ""この荷物は重たいです。"", ""hiragana"": ""このにもつはおもたいです。"", ""english"": ""This luggage is heavy.""}, ""new_words_in_alternative"": [{""word"": ""重たい"", ""reading"": ""おもたい"", ""meaning"": ""heavy"", ""description"": ""Adjective""}]}}",Vocab,10,heavy; serious,,この荷物は重いです。,
N5,,,長い,ながい,I-adjective (keiyoushi),This road is long.,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""この"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""道"", ""reading"": ""みち"", ""meaning"": ""road"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""長い"", ""reading"": ""ながい"", ""meaning"": ""long"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a specific road, indicating its length. It provides a straightforward observation about the road being long."", ""steps"": [""**この** - Specifies which road is being referred to, indicating proximity (this road)."", ""**道** - The noun that is the subject of the sentence, meaning “road.”"", ""**は** - Marks “道” as the topic of the sentence."", ""**長い** - The adjective that describes the noun, indicating its length."", ""**です** - A polite ending that functions as the copula, linking the subject and the adjective.""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [は] + [Adjective] + [です]\n- **Kanji**: その道は短いです。\n- **Hiragana**: そのみちはみじかいです。\n- **English Translation**: That road is short."", ""sentence_pattern_kanji"": ""その道は短いです。"", ""sentence_pattern_hiragana"": ""そのみちはみじかいです。"", ""sentence_pattern_english"": ""That road is short."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which helps to clarify what you are talking about. In this case, it emphasizes \""this road.\"""", ""common_mistake"": ""Beginners often confuse the use of です with other verbs. Remember that です is used to link the subject with a description or state of being, especially in polite speech."", ""alternative_expression"": {""kanji"": ""この道は長い。"", ""hiragana"": ""このみちはながい。"", ""english"": ""This road is long. (less formal)""}, ""new_words_in_alternative"": [{""word"": ""長い"", ""reading"": ""ながい"", ""meaning"": ""long"", ""description"": ""Adjective""}]}}",Vocab,10,"long, lengthy",,この道は長いです。,
N5,,,春,はる,Noun,Spring has come.,"{""vocabulary"": [{""word"": ""春"", ""reading"": ""はる"", ""meaning"": ""spring"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""来ました"", ""reading"": ""きました"", ""meaning"": ""has come"", ""role"": ""Verb, past tense"", ""components"": [{""part"": ""来る"", ""reading"": ""くる"", ""meaning"": ""to come"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence announces the arrival of spring, indicating a change in season. It conveys a sense of renewal and the transition from winter to spring."", ""steps"": [""**春** - Refers to the season of spring."", ""**が** - Marks “春” as the subject of the sentence."", ""**来ました** - The past tense of “来る,” indicating that the action of coming has been completed.""], ""sentence_pattern"": ""- [Subject] + [が] + [Verb (past tense)]\n- **Kanji**: 雨が降りました。\n- **Hiragana**: あめがふりました。\n- **English Translation**: It rained."", ""sentence_pattern_kanji"": ""雨が降りました。"", ""sentence_pattern_hiragana"": ""あめがふりました。"", ""sentence_pattern_english"": ""It rained."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that が marks the subject of the sentence, which is important for understanding who or what is performing the action. In this case, spring is the subject that has come."", ""common_mistake"": ""Beginners might confuse が with は. While が is used to mark the subject, は is used to mark the topic of the sentence. In this case, we focus on the subject (spring) rather than the topic."", ""alternative_expression"": {""kanji"": ""春がやってきました。"", ""hiragana"": ""はるがやってきました。"", ""english"": ""Spring has arrived.""}, ""new_words_in_alternative"": [{""word"": ""やってきました"", ""reading"": ""やってきました"", ""meaning"": ""has arrived"", ""description"": ""Verb, past tense""}]}}",Vocab,10,spring,,春が来ました。,
N5,,,シャワー,シャワー,Noun,I take a shower every morning.,"{""vocabulary"": [{""word"": ""毎朝"", ""reading"": ""まいあさ"", ""meaning"": ""every morning"", ""role"": ""Noun phrase"", ""components"": [{""part"": ""毎"", ""reading"": ""まい"", ""meaning"": ""every"", ""contribution"": ""Adverb""}, {""part"": ""朝"", ""reading"": ""あさ"", ""meaning"": ""morning"", ""contribution"": ""Noun""}], ""combined_explanation"": """"}, {""word"": ""シャワー"", ""reading"": ""しゃわー"", ""meaning"": ""shower"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""浴びます"", ""reading"": ""あびます"", ""meaning"": ""take (a shower)"", ""role"": ""Verb, polite form"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a daily routine where the speaker takes a shower every morning. It emphasizes the habitual nature of the action."", ""steps"": [""**毎朝** - Indicates the time frame, meaning “every morning.”"", ""**シャワー** - Specifies the object of the action, which is “shower.”"", ""**を** - Marks “シャワー” as the direct object of the verb."", ""**浴びます** - The polite form of the verb “浴びる,” indicating the action of taking a shower.""], ""sentence_pattern"": ""- [Time Phrase] + [Object] + [を] + [Verb (polite form)]\n- **Kanji**: 毎朝お風呂に入ります。\n- **Hiragana**: まいあさおふろにはいります。\n- **English Translation**: I take a bath every morning."", ""sentence_pattern_kanji"": ""毎朝お風呂に入ります。"", ""sentence_pattern_hiragana"": ""まいあさおふろにはいります。"", ""sentence_pattern_english"": ""I take a bath every morning."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that 毎朝 sets the time for the action, while を indicates what you are taking action on (in this case, the shower). This structure helps clarify the routine nature of the sentence."", ""common_mistake"": ""Beginners might confuse the use of を with は. Remember that を is used for the direct object of the verb, while は marks the topic of the sentence."", ""alternative_expression"": {""kanji"": ""毎朝お風呂を浴びます。"", ""hiragana"": ""まいあさおふろをあびます。"", ""english"": ""I take a bath every morning.""}, ""new_words_in_alternative"": [{""word"": ""お風呂"", ""reading"": ""おふろ"", ""meaning"": ""bath"", ""description"": ""Noun""}]}}",Vocab,10,shower,,毎朝シャワーを浴びます。,
