JLPT,Example Words,Onyomi,Word,Reading,Word Type,Example Sentence EN,breakdown,type,Lesson,Meaning,Kanji,Example Sentence JP,Kunyomi
N5,,,意味,いみ,Noun,What is the meaning of this word?,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""この"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""言葉"", ""reading"": ""ことば"", ""meaning"": ""word"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""[Possessive/Attributive particle]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""意味"", ""reading"": ""いみ"", ""meaning"": ""meaning"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""何"", ""reading"": ""なに"", ""meaning"": ""what"", ""role"": ""Interrogative pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""[Copula]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""か"", ""reading"": ""か"", ""meaning"": ""[Question marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence is a question asking for the meaning of a specific word. It is a common way to seek clarification or information about vocabulary in Japanese."", ""steps"": [""**この** - Specifies the word being referred to, meaning “this.”"", ""**言葉** - The noun that means “word.”"", ""**の** - Indicates possession or attribution, linking “this” to “word.”"", ""**意味** - The noun that means “meaning.”"", ""**は** - Marks “意味” as the topic of the sentence."", ""**何** - The interrogative word meaning “what,” asking for information."", ""**です** - A polite ending to the sentence, functioning as a copula."", ""**か** - Indicates that the sentence is a question.""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [の] + [Noun] + [は] + [Interrogative] + [です] + [Question marker]\n- **Kanji**: この本の名前は何ですか？\n- **Hiragana**: このほんのなまえはなんですか？\n- **English Translation**: What is the name of this book?"", ""sentence_pattern_kanji"": ""この本の名前は何ですか？"", ""sentence_pattern_hiragana"": ""このほんのなまえはなんですか？"", ""sentence_pattern_english"": ""What is the name of this book?"", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that の is used to connect nouns, showing possession or attribution, like “the meaning of this word.”"", ""common_mistake"": ""Beginners often forget to use the question marker か at the end of a question. Always include か to indicate that you are asking something."", ""alternative_expression"": {""kanji"": ""この言葉の定義は何ですか？"", ""hiragana"": ""このことばのていぎはなんですか？"", ""english"": ""What is the definition of this word?""}, ""new_words_in_alternative"": [{""word"": ""定義"", ""reading"": ""ていぎ"", ""meaning"": ""definition"", ""description"": ""Noun""}]}}",Vocab,9,"meaning, significance",,この言葉の意味は何ですか？,
N5,,,動物,どうぶつ,Noun,I like animals.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""動物"", ""reading"": ""どうぶつ"", ""meaning"": ""animals"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""好き"", ""reading"": ""すき"", ""meaning"": ""like"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula/Polite ending"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's personal preference, indicating that they have a fondness for animals. It is a simple declarative statement about their likes."", ""steps"": [""**私** - Refers to the speaker, “I.”"", ""**は** - Marks “私” as the topic of the sentence."", ""**動物** - Refers to the subject of the liking, “animals.”"", ""**が** - Marks “動物” as the subject of the adjective “好き.”"", ""**好き** - An adjective that expresses the feeling of liking or fondness."", ""**です** - A polite ending that adds formality to the sentence.""], ""sentence_pattern"": ""- [Topic] + [は] + [Subject] + [が] + [Adjective] + [です]\n- **Kanji**: 彼は日本の料理が好きです。\n- **Hiragana**: かれはにほんのりょうりがすきです。\n- **English Translation**: He likes Japanese food."", ""sentence_pattern_kanji"": ""彼は日本の料理が好きです。"", ""sentence_pattern_hiragana"": ""かれはにほんのりょうりがすきです。"", ""sentence_pattern_english"": ""He likes Japanese food."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, while が marks the subject of the adjective. This distinction helps clarify what you are talking about and what you are describing."", ""common_mistake"": ""Beginners often confuse the use of は and が. In this context, は is used for the topic (私), and が is used to indicate what the speaker likes (動物)."", ""alternative_expression"": {""kanji"": ""私は動物が大好きです。"", ""hiragana"": ""わたしはどうぶつがだいすきです。"", ""english"": ""I love animals.""}, ""new_words_in_alternative"": [{""word"": ""大好き"", ""reading"": ""だいすき"", ""meaning"": ""love"", ""description"": ""Adjective""}]}}",Vocab,9,animal,,私は動物が好きです。,
N5,,,出口,でぐち,Noun,Where is the exit?,"{""vocabulary"": [{""word"": ""出口"", ""reading"": ""でぐち"", ""meaning"": ""exit"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""どこ"", ""reading"": ""どこ"", ""meaning"": ""where"", ""role"": ""Interrogative pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""か"", ""reading"": ""か"", ""meaning"": ""[Question Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence is a question asking for the location of the exit. It is commonly used in situations where someone is trying to find their way out of a building or area."", ""steps"": [""**出口** - Refers to the exit, the main subject of the question."", ""**は** - Marks “出口” as the topic of the sentence."", ""**どこ** - Asks for the location of the topic (the exit)."", ""**です** - Functions as the polite form of the verb “to be,” linking the subject to the question."", ""**か** - Indicates that the sentence is a question.""], ""sentence_pattern"": ""- [Topic] + [は] + [Interrogative] + [ですか]\n- **Kanji**: あなたの家はどこですか？\n- **Hiragana**: あなたのいえはどこですか？\n- **English Translation**: Where is your house?"", ""sentence_pattern_kanji"": ""あなたの家はどこですか？"", ""sentence_pattern_hiragana"": ""あなたのいえはどこですか？"", ""sentence_pattern_english"": ""Where is your house?"", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which is what the question is about. In this case, it’s about the exit."", ""common_mistake"": ""Beginners often confuse どこ with どちら. While both mean “where,” どちら is more formal and often used when asking for a choice between two options."", ""alternative_expression"": {""kanji"": ""出口はどちらですか？"", ""hiragana"": ""でぐちはどちらですか？"", ""english"": ""Which way is the exit?""}, ""new_words_in_alternative"": [{""word"": ""どちら"", ""reading"": ""どちら"", ""meaning"": ""which"", ""description"": ""Interrogative pronoun""}]}}",Vocab,9,an exit,,出口はどこですか？,
N5,,,大きな,おおきな,Pre-noun adjectival (rentaishi),There is a big dog in the park.,"{""vocabulary"": [{""word"": ""大きな"", ""reading"": ""おおきな"", ""meaning"": ""big"", ""role"": ""Adjective, attributive form"", ""components"": [{""part"": ""大きい"", ""reading"": ""おおきい"", ""meaning"": ""big"", ""contribution"": ""Adjective""}], ""combined_explanation"": """"}, {""word"": ""犬"", ""reading"": ""いぬ"", ""meaning"": ""dog"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""公園"", ""reading"": ""こうえん"", ""meaning"": ""park"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the presence of a big dog in a park. It conveys a simple observation about the existence of the dog in a specific location."", ""steps"": [""**大きな** - Describes the noun “犬” as big."", ""**犬** - The subject of the sentence, meaning “dog.”"", ""**が** - Marks “犬” as the subject of the sentence."", ""**公園** - Indicates the location where the dog is."", ""**に** - Marks “公園” as the destination or location."", ""**います** - Indicates the existence of the dog in the park.""], ""sentence_pattern"": ""- [Adjective] + [Noun] + [が] + [Location] + [に] + [Verb (existence)]\n- **Kanji**: 猫が家にいます。\n- **Hiragana**: ねこがいえにいます。\n- **English Translation**: There is a cat in the house."", ""sentence_pattern_kanji"": ""猫が家にいます。"", ""sentence_pattern_hiragana"": ""ねこがいえにいます。"", ""sentence_pattern_english"": ""There is a cat in the house."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the structure of the sentence often follows the pattern of describing the subject first, followed by its location and the verb indicating existence."", ""common_mistake"": ""Beginners may confuse the use of いる and ある. Use いる for animate objects (like dogs and cats) and ある for inanimate objects (like tables and chairs)."", ""alternative_expression"": {""kanji"": ""公園に大きな犬がいます。"", ""hiragana"": ""こうえんにおおきないぬがいます。"", ""english"": ""There is a big dog in the park.""}, ""new_words_in_alternative"": [{""word"": ""公園"", ""reading"": ""こうえん"", ""meaning"": ""park"", ""description"": ""Noun""}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Location Marker]"", ""description"": ""Particle""}]}}",Vocab,9,big,,大きな犬が公園にいます。,
N5,,,どの,どの,Pre-noun adjectival (rentaishi),Which book do you like?,"{""vocabulary"": [{""word"": ""どの"", ""reading"": ""どの"", ""meaning"": ""which"", ""role"": ""Interrogative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""本"", ""reading"": ""ほん"", ""meaning"": ""book"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""好き"", ""reading"": ""すき"", ""meaning"": ""like"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""[Polite copula]"", ""role"": ""Auxiliary verb"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""か"", ""reading"": ""か"", ""meaning"": ""[Question marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence is a polite inquiry asking someone about their preference for books. It seeks to identify which specific book the person likes among a selection."", ""steps"": [""**どの** - Used to ask “which” among options."", ""**本** - The noun that refers to “book.”"", ""**が** - Marks “本” as the subject of the sentence."", ""**好き** - An adjective indicating a positive feeling or preference."", ""**です** - A polite ending that adds formality to the sentence."", ""**か** - Indicates that the sentence is a question.""], ""sentence_pattern"": ""- [Interrogative adjective] + [Noun] + [が] + [Adjective] + [です] + [か]\n- **Kanji**: どの映画が好きですか？\n- **Hiragana**: どのえいががすきですか？\n- **English Translation**: Which movie do you like?"", ""sentence_pattern_kanji"": ""どの映画が好きですか？"", ""sentence_pattern_hiragana"": ""どのえいががすきですか？"", ""sentence_pattern_english"": ""Which movie do you like?"", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that どの is used specifically for asking about a choice among multiple items, making it clear that you are looking for a specific answer."", ""common_mistake"": ""Beginners might confuse どの with 何 (なに), which means “what.” Use どの when asking about a specific item from a group."", ""alternative_expression"": {""kanji"": ""どの本が好みですか？"", ""hiragana"": ""どのほんがこのみですか？"", ""english"": ""Which book do you prefer?""}, ""new_words_in_alternative"": [{""word"": ""好み"", ""reading"": ""このみ"", ""meaning"": ""preference"", ""description"": ""Noun""}]}}",Vocab,9,which (used to ask about a choice among options),,どの本が好きですか？,
N5,,,冬,ふゆ,Noun,Winter is very cold.,"{""vocabulary"": [{""word"": ""冬"", ""reading"": ""ふゆ"", ""meaning"": ""winter"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""とても"", ""reading"": ""とても"", ""meaning"": ""very"", ""role"": ""Adverb"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""寒い"", ""reading"": ""さむい"", ""meaning"": ""cold"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""[Polite ending particle]"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the season of winter, emphasizing its coldness. It conveys a straightforward observation about the weather during winter."", ""steps"": [""**冬** - Refers to the season of winter, which is the topic of the sentence."", ""**は** - Marks “冬” as the topic, indicating that the sentence is about winter."", ""**とても** - An adverb that intensifies the adjective that follows, meaning “very.”"", ""**寒い** - An adjective that describes the temperature, meaning “cold.”"", ""**です** - A polite ending particle that adds formality to the statement.""], ""sentence_pattern"": ""- [Topic] + [は] + [Adverb] + [Adjective] + [です]\n- **Kanji**: 今日はとても暑いです。\n- **Hiragana**: きょうはとてもあついです。\n- **English Translation**: Today is very hot."", ""sentence_pattern_kanji"": ""今日はとても暑いです。"", ""sentence_pattern_hiragana"": ""きょうはとてもあついです。"", ""sentence_pattern_english"": ""Today is very hot."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which helps to focus on what the sentence is about. In this case, it emphasizes that the statement is specifically about winter."", ""common_mistake"": ""Beginners often confuse the use of は and が. In this context, は is used to indicate the topic (winter), while が is typically used for the subject of a sentence."", ""alternative_expression"": {""kanji"": ""冬は非常に寒いです。"", ""hiragana"": ""ふゆはひじょうにさむいです。"", ""english"": ""Winter is extremely cold.""}, ""new_words_in_alternative"": [{""word"": ""非常に"", ""reading"": ""ひじょうに"", ""meaning"": ""extremely"", ""description"": ""Adverb""}]}}",Vocab,9,winter,,冬はとても寒いです。,
N5,,,映画館,えいがかん,Noun,I will go to the movie theater.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""映画館"", ""reading"": ""えいがかん"", ""meaning"": ""movie theater"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Direction/Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""行きます"", ""reading"": ""いきます"", ""meaning"": ""will go"", ""role"": ""Verb, polite form"", ""components"": [{""part"": ""行く"", ""reading"": ""いく"", ""meaning"": ""to go"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's intention to go to a movie theater. It indicates a future action in a polite manner."", ""steps"": [""**私** - Refers to the speaker (I)."", ""**は** - Marks “私” as the topic of the sentence."", ""**映画館** - Specifies the destination (movie theater)."", ""**に** - Indicates the direction or location of the action (to)."", ""**行きます** - The polite form of the verb “行く,” indicating the action of going in the future.""], ""sentence_pattern"": ""- [Topic] + [は] + [Destination] + [に] + [Verb (polite form)]\n- **Kanji**: 彼は学校に行きます。\n- **Hiragana**: かれはがっこうにいきます。\n- **English Translation**: He will go to school."", ""sentence_pattern_kanji"": ""彼は学校に行きます。"", ""sentence_pattern_hiragana"": ""かれはがっこうにいきます。"", ""sentence_pattern_english"": ""He will go to school."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which helps to clarify who is performing the action. In this case, it is the speaker (私)."", ""common_mistake"": ""Beginners often confuse に with へ. While both can indicate direction, に is used for specific locations, while へ is more general and indicates direction without a specific endpoint."", ""alternative_expression"": {""kanji"": ""私は映画を見に行きます。"", ""hiragana"": ""わたしはえいがをみにいきます。"", ""english"": ""I will go to see a movie.""}, ""new_words_in_alternative"": [{""word"": ""映画"", ""reading"": ""えいが"", ""meaning"": ""movie"", ""description"": ""Noun""}, {""word"": ""見る"", ""reading"": ""みる"", ""meaning"": ""to see"", ""description"": ""Verb""}]}}",Vocab,9,"movie theater, cinema",,私は映画館に行きます。,
N5,,,段々,だんだん,Adverb (fukushi),It is getting colder gradually.,"{""vocabulary"": [{""word"": ""段々"", ""reading"": ""だんだん"", ""meaning"": ""gradually"", ""role"": ""Adverb"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""寒く"", ""reading"": ""さむく"", ""meaning"": ""cold"", ""role"": ""Adjective, adverbial form"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""なって"", ""reading"": ""なって"", ""meaning"": ""becoming"", ""role"": ""Verb, te-form"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""きました"", ""reading"": ""きました"", ""meaning"": ""has come"", ""role"": ""Verb, past tense"", ""components"": [{""part"": ""来る"", ""reading"": ""くる"", ""meaning"": ""to come"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a gradual change in temperature, indicating that it has become colder over time. It reflects a seasonal or environmental shift."", ""steps"": [""**段々** - Indicates the manner of change, meaning “gradually.”"", ""**寒く** - The adverbial form of the adjective “寒い” (cold), describing the state of temperature."", ""**なって** - The te-form of the verb “なる” (to become), connecting it to the next verb."", ""**きました** - The past tense of “来る,” indicating that this change has occurred and is now relevant.""], ""sentence_pattern"": ""- [Adverb] + [Adjective (adverbial form)] + [Verb (te-form)] + [Verb (past tense)]\n- **Kanji**: だんだん暑くなってきました。\n- **Hiragana**: だんだんあつくなってきました。\n- **English Translation**: It is getting hotter gradually."", ""sentence_pattern_kanji"": ""だんだん暑くなってきました。"", ""sentence_pattern_hiragana"": ""だんだんあつくなってきました。"", ""sentence_pattern_english"": ""It is getting hotter gradually."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that 段々 emphasizes the gradual nature of the change, which is important when describing processes or transitions in Japanese."", ""common_mistake"": ""Beginners might confuse the use of the te-form and the past tense. The te-form (なって) connects to the next verb (きました), while the past tense (きました) indicates that the action has been completed."", ""alternative_expression"": {""kanji"": ""徐々に寒くなりました。"", ""hiragana"": ""じょじょにさむくなりました。"", ""english"": ""It became colder gradually.""}, ""new_words_in_alternative"": [{""word"": ""徐々に"", ""reading"": ""じょじょに"", ""meaning"": ""gradually"", ""description"": ""Adverb""}]}}",Vocab,9,"gradually, little by little",,段々、寒くなってきました。,
N5,,,ボタン,ボタン,Noun,The button of the shirt came off.,"{""vocabulary"": [{""word"": ""シャツ"", ""reading"": ""しゃつ"", ""meaning"": ""shirt"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""[Possessive/Attributive particle]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""ボタン"", ""reading"": ""ぼたん"", ""meaning"": ""button"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""外れました"", ""reading"": ""はずれました"", ""meaning"": ""came off"", ""role"": ""Verb, past tense"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes an event where a button from a shirt has detached. It conveys a simple yet clear situation regarding the state of the shirt."", ""steps"": [""**シャツ** - Refers to the subject of the sentence, the shirt."", ""**の** - Indicates possession, linking the button to the shirt."", ""**ボタン** - Specifies the object that has come off, which is the button."", ""**が** - Marks “ボタン” as the subject of the action."", ""**外れました** - The past tense of “外れる,” indicating that the action of coming off has been completed.""], ""sentence_pattern"": ""- [Noun 1] + [の] + [Noun 2] + [が] + [Verb (past tense)]\n- **Kanji**: 彼の帽子が飛んだ。\n- **Hiragana**: かれのぼうしがとんだ。\n- **English Translation**: His hat flew away."", ""sentence_pattern_kanji"": ""彼の帽子が飛んだ。"", ""sentence_pattern_hiragana"": ""かれのぼうしがとんだ。"", ""sentence_pattern_english"": ""His hat flew away."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that の is used to indicate possession or a relationship between two nouns, similar to the English \""of.\"" In this case, it connects the button to the shirt."", ""common_mistake"": ""Beginners might confuse が with は. Remember that が is used to mark the subject of the sentence, while は is used to mark the topic, which can sometimes lead to confusion in sentences."", ""alternative_expression"": {""kanji"": ""シャツのボタンが取れました。"", ""hiragana"": ""しゃつのぼたんがとれました。"", ""english"": ""The button of the shirt came off.""}, ""new_words_in_alternative"": [{""word"": ""取れました"", ""reading"": ""とれました"", ""meaning"": ""came off"", ""description"": ""Verb, past tense""}]}}",Vocab,9,button,,シャツのボタンが外れました。,
N5,,,黄色い,きいろい,I-adjective (keiyoushi),This flower is yellow.,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""この"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""花"", ""reading"": ""はな"", ""meaning"": ""flower"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""黄色い"", ""reading"": ""きいろい"", ""meaning"": ""yellow"", ""role"": ""Adjective, i-adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a specific flower and its color, indicating that the flower being referred to is yellow. It provides a simple identification of the subject."", ""steps"": [""**この** - Specifies which flower is being talked about (the one that is close to the speaker)."", ""**花** - The subject of the sentence, meaning “flower.”"", ""**は** - Marks “花” as the topic of the sentence."", ""**黄色い** - Describes the color of the flower, using an i-adjective."", ""**です** - A polite ending that functions as the copula, linking the subject to its description.""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [は] + [Adjective] + [です]\n- **Kanji**: その猫は白いです。\n- **Hiragana**: そのねこはしろいです。\n- **English Translation**: That cat is white."", ""sentence_pattern_kanji"": ""その猫は白いです。"", ""sentence_pattern_hiragana"": ""そのねこはしろいです。"", ""sentence_pattern_english"": ""That cat is white."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that です is used to make the sentence polite. It’s a common ending for sentences that describe or identify something."", ""common_mistake"": ""Beginners often confuse the use of は and が. In this context, は is used to mark the topic (the flower), while が is typically used to emphasize the subject or introduce new information."", ""alternative_expression"": {""kanji"": ""この花は黄色です。"", ""hiragana"": ""このはなはきいろです。"", ""english"": ""This flower is yellow.""}, ""new_words_in_alternative"": [{""word"": ""黄色"", ""reading"": ""きいろ"", ""meaning"": ""yellow"", ""description"": ""Noun""}]}}",Vocab,9,yellow,,この花は黄色いです。,
N5,,,漢字,かんじ,Noun,I am studying kanji.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""漢字"", ""reading"": ""かんじ"", ""meaning"": ""kanji"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""勉強しています"", ""reading"": ""べんきょうしています"", ""meaning"": ""am studying"", ""role"": ""Verb, present continuous"", ""components"": [{""part"": ""勉強"", ""reading"": ""べんきょう"", ""meaning"": ""study"", ""contribution"": ""Noun/Verb""}, {""part"": ""して"", ""reading"": ""して"", ""meaning"": ""doing"", ""contribution"": ""Verb, te-form of する (to do)""}, {""part"": ""います"", ""reading"": ""います"", ""meaning"": ""am"", ""contribution"": ""Auxiliary verb, present continuous form""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses that the speaker is currently engaged in the activity of studying kanji, which is a crucial part of learning the Japanese writing system."", ""steps"": [""**私** - Refers to the speaker, “I.”"", ""**は** - Marks “私” as the topic of the sentence."", ""**漢字** - Indicates the object of the study, which is “kanji.”"", ""**を** - Marks “漢字” as the object of the verb."", ""**勉強しています** - The present continuous form of the verb “勉強する” (to study), indicating that the action is currently happening.""], ""sentence_pattern"": ""- [Topic] + [は] + [Object] + [を] + [Verb (present continuous)]\n- **Kanji**: 彼は日本語を勉強しています。\n- **Hiragana**: かれはにほんごをべんきょうしています。\n- **English Translation**: He is studying Japanese."", ""sentence_pattern_kanji"": ""彼は日本語を勉強しています。"", ""sentence_pattern_hiragana"": ""かれはにほんごをべんきょうしています。"", ""sentence_pattern_english"": ""He is studying Japanese."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, while を marks the direct object of the verb. This structure helps clarify who is doing the action and what is being acted upon."", ""common_mistake"": ""Beginners often confuse the use of は and が. In this context, は is used to indicate the topic (the speaker), while が is typically used for the subject of a sentence."", ""alternative_expression"": {""kanji"": ""私は漢字を学んでいます。"", ""hiragana"": ""わたしはかんじをまなんでいます。"", ""english"": ""I am learning kanji.""}, ""new_words_in_alternative"": [{""word"": ""学んで"", ""reading"": ""まなんで"", ""meaning"": ""learning"", ""description"": ""Verb, te-form of 学ぶ (to learn)""}]}}",Vocab,9,kanji; Chinese character,,私は漢字を勉強しています。,
